question,gold,category
"62세 남성이 3시간 전부터 시작된 심한 가슴통증을 호소하며 응급실에 내원하였다. 통증은 가슴 앞쪽 전체에 걸쳐 찌르는 듯하며, 깊게 숨을 들이쉴 때 악화된다고 한다. 환자는 최근 2주간 지속된 감기 증상이 있었고, 오한과 미열이 동반되었다. 신체 검진에서 활력징후는 혈압 125/80 mmHg, 맥박 105회/분, 호흡수 24회/분, 체온 37.8°C이다. 심음 청진 시 흉골 좌측 하부에서 마찰음(friction rub)이 들린다. 다음 중 이 환자에서 가장 적절한 진단적 검사와 예상되는 결과는?

심전도: 광범위한 ST분절 상승이 관찰됨, 흉부 X-선: 정상, 혈액 검사: 백혈구 12,500/μL, CRP 4.2 mg/dL, 트로포닌 I 0.04 ng/mL(정상 <0.03 ng/mL)

A. 관상동맥 조영술 - 좌전하행지 근위부 폐색
B. CT 폐혈관조영술 - 양측 주폐동맥의 혈전
C. 심초음파 - 전벽 국소벽 운동장애와 좌심실 구혈률 감소
D. 심초음파 - 심낭 삼출액과 심낭 염증 소견
E. 흉부 CT - 대동맥 내막 파열과 벽내 혈종",D,Cardiology
"45세 남성이 갑작스럽게 발생한 날카로운 가슴통증을 주소로 응급실에 내원하였다. 통증은 등 쪽으로 방사되며, 숨을 쉴 때 악화된다고 한다. 환자는 고혈압이 있고 혈압약을 복용 중이며, 흡연력은 없다. 내원 당시 혈압은 180/110 mmHg, 맥박 110회/분, 호흡수 24회/분이다. 신체 검진에서 양쪽 팔의 혈압 차이가 25 mmHg로 측정되었고, 왼쪽 다리의 맥박이 약해져 있다. 다음 중 이 환자에게 가장 적절한 초기 응급 조치는?

흉부 X-선: 종격동 확장, 심전도: 정상, 조영증강 흉부 CT: 상행 대동맥부터 하행 대동맥까지 내막 파열과 false lumen이 확인됨.

A. 심장 카테터 삽입술과 관상동맥 스텐트 삽입
B. 베타차단제 정맥 투여
C. 혈전용해제 투여 후 항응고 치료
D. 대동맥 내 풍선 펌프 삽입
E. 심낭천자술",B,Cardiology
"32세 여성이 2일 전부터 시작된 가슴 통증과 호흡곤란을 주소로 응급실에 내원하였다. 증상은 점차 악화되었으며 최근 장거리 비행기 여행을 다녀왔다고 한다. 환자는 경구 피임약을 복용 중이며 다른 기저질환은 없다. 신체 검진에서 활력징후는 혈압 115/75 mmHg, 맥박 110회/분, 호흡수 26회/분, 체온 37.2°C, 산소포화도 92%(실내 공기)이다. 오른쪽 하지에 경미한 부종과 압통이 관찰된다. 다음 중 이 환자의 임상 소견과 가장 부합하는 질환은?

심전도: 동빈맥과 S1Q3T3 패턴이 관찰된다. 흉부 X-선: 정상. D-dimer: 2.5 μg/mL(정상 <0.5 μg/mL).

A. 급성 심근경색증
B. 폐색전증
C. 기흉
D. 급성 심낭염
E. 바이러스성 폐렴",B,Pulmonology (Respiratory Medicine)
"50세 남성이 식사 후 발생하는 가슴 쓰림과 신물이 올라오는 증상을 주소로 내원하였다. 증상은 6개월 전부터 시작되었으며, 최근 2주간 누운 자세에서 악화되고 간헐적으로 가슴 통증이 동반된다고 한다. 환자는 10년 전부터 고혈압으로 약물 치료 중이며, 20갑년의 흡연력이 있다. 신체 검진에서 특이 소견은 없었다. 다음 중 이 환자에게 가장 적절한 초기 접근은?

A. 24시간 식도 pH 모니터링
B. 심전도와 심장 효소 검사
C. 상부위장관 내시경 검사
D. 양성자펌프억제제(PPI) 경험적 치료
E. 운동부하 심전도 검사",D,Gastroenterology
"65세 여성이 1시간 전부터 지속되는 가슴 중앙의 쥐어짜는 듯한 통증을 주소로 응급실에 내원하였다. 통증은 왼쪽 팔과 턱으로 방사되며 식은땀과 구역감이 동반된다. 환자는 제2형 당뇨병과 고지혈증으로 치료 중이다. 활력징후는 혈압 150/90 mmHg, 맥박 105회/분, 호흡수 20회/분, 산소포화도 94%이다. 신체 검진에서 특이소견은 없으며, 폐음은 정상이고 심잡음은 들리지 않는다. 다음 중 이 환자의 가장 가능성 높은 진단과 초기 치료는?

심전도: II, III, aVF 유도에 ST 분절 상승이 관찰됨. 혈액 검사: 트로포닌 I 0.5 ng/mL(정상 <0.03 ng/mL).

A. 안정형 협심증 – 질산염(니트로글리세린) 설하 투여
B. 하벽 심근경색 – 아스피린, 클로피도그렐, 헤파린 투여 및 관상동맥 조영술
C. 폐색전증 – 항응고 치료와 혈전용해 요법
D. 심낭염 – 비스테로이드성 항염증제 투여
E. 대동맥 박리 – 베타차단제와 혈관확장제 정맥 투여",B,Cardiology
"28세 여성이 3일 전부터 지속되는 날카로운 좌측 흉통을 주소로 내원하였다. 통증은 심호흡이나 기침 시 악화되며, 앞으로 몸을 구부릴 때 완화된다고 한다. 환자는 최근 상기도 감염 증상이 있었으며, 오한과 미열이 있었다. 신체 검진에서 활력징후는 혈압 110/70 mmHg, 맥박 100회/분, 호흡수 18회/분, 체온 37.5°C이다. 청진에서 좌측 흉부에 마찰음이 들린다. 다음 중 이 환자의 진단에 가장 도움이 되는 검사는?

A. 흉부 X-선
B. 심전도
C. 심장 효소(트로포닌) 검사
D. D-다이머 검사
E. 흉부 초음파",B,Pulmonology (Respiratory Medicine)
"22세 남성이 갑작스럽게 발생한 심한 좌측 흉통과 호흡곤란을 주소로 응급실에 내원하였다. 환자는 키가 195cm의 마른 체형이며, 과거력상 특이사항은 없다. 통증은 갑자기 시작되었고 날카롭게 찌르는 듯하다고 한다. 신체 검진에서 활력징후는 혈압 125/80 mmHg, 맥박 110회/분, 호흡수 26회/분, 산소포화도 92%(실내 공기)이다. 호흡음은 좌측에서 감소되어 있으며, 타진 시 과공명(hyperresonance)이 관찰된다. 다음 중 이 환자에게 가장 적절한 초기 응급 처치는?

흉부 X-선: 좌측 폐의 허탈과 종격동 우측 변위가 관찰된다.

A. 기관 삽관 및 기계 환기
B. 바늘 흉강천자 후 흉관 삽입
C. 산소 공급 및 진통제 투여
D. 니트로글리세린과 모르핀 정맥 투여
E. 혈전용해제 투여",B,Pulmonology (Respiratory Medicine)
"35세 여성이 2일 전부터 시작된 흉골 주변 통증과 불쾌감을 주소로 내원하였다. 통증은 움직임이나 심호흡 시 악화되며, 앞으로 몸을 기울일 때 약간 완화된다고 한다. 환자는 최근 상기도 감염 증상이 있었으며, 일주일 전 고강도 운동을 시작했다. 신체 검진에서 활력징후는 정상이며, 흉골과 늑연골 접합부에 압통이 있다. 심음과 폐음은 정상이다. 심전도와 흉부 X-선 검사도 정상이다. 다음 중 이 환자에게 가장 적절한 치료는?

A. 니트로글리세린 설하 투여
B. 항생제 정맥 투여
C. 비스테로이드성 항염증제 경구 투여와 휴식
D. 관상동맥 중재술
E. 흉관 삽입",C,"Musculoskeletal (e.g., costochondritis)"
"38세 여성이 3개월 동안 반복되는 가슴 중앙의 통증을 주소로 내원하였다. 통증은 주로 스트레스를 받을 때 발생하고 5-10분 정도 지속된 후 저절로 사라진다고 한다. 환자는 통증 발작 중 심장이 빨리 뛰고 숨이 막히는 느낌, 어지러움, 발한 등이 동반된다고 호소한다. 과거력상 특이사항은 없으며, 최근 직장에서 스트레스가 많아졌다고 한다. 신체 검진에서 활력징후는 정상이며 흉부 압통이 관찰된다. 심음과 폐음은 정상이다. 다음 중 이 환자에게 시행해야 할 가장 적절한 다음 단계 검사는?

기본 심전도와 흉부 X-선, 일반 혈액 검사와 심장 효소 검사는 모두 정상이었다.

A. 관상동맥 CT 혈관조영술
B. 24시간 홀터 모니터링
C. 상부위장관 내시경
D. 운동부하 심전도 검사
E. 불안증 평가를 위한 정신과적 평가",E,Psychiatry
"58세 남성이 2시간 전부터 시작된 압박감을 동반한 심한 가슴통증을 주소로 응급실에 내원하였다. 환자는 고혈압과 당뇨병으로 약물 치료 중이며, 20갑년의 흡연력이 있다. 통증은 휴식 시에도 지속되며, 좌측 어깨와 턱으로 방사되는 양상이다. 환자는 구토, 식은땀, 호흡곤란을 동반하고 있다. 신체 검진에서 혈압 150/90 mmHg, 맥박 110회/분, 호흡수 22회/분, 체온 36.8°C이다. 심음 청진에서 S3 갤럽이 들리며, 폐 청진 시 양측 폐저에서 수포음이 청진된다. 이 환자의 가장 가능성 높은 진단은?

심전도 소견: II, III, aVF 유도에서 2mm ST 분절 상승과 V1-V3 유도에서 reciprocal ST 분절 하강이 관찰됨. 심장 효소 검사: Troponin I 3.5 ng/mL (정상: <0.04 ng/mL), CK-MB 25 ng/mL (정상: <5 ng/mL)

A. 불안정 협심증
B. 하벽 심근경색
C. 급성 심낭염
D. 대동맥 박리
E. 폐색전증",B,Cardiology
"45세 여성이 3일 전부터 시작된 갑작스러운 호흡곤란과 우측 가슴통증을 주소로 응급실에 내원하였다. 환자는 2주 전 난소암으로 복강경 수술을 받았으며, 1주일 전 퇴원하였다. 통증은 깊은 호흡 시 악화되며, 휴식 시에도 호흡곤란이 지속된다고 한다. 신체 검진에서 혈압 110/70 mmHg, 맥박 110회/분, 호흡수 28회/분, 산소포화도 88%, 체온 37.3°C이다. 청진에서 우측 폐야의 호흡음이 감소되어 있으며, 하지에 경미한 부종이 관찰된다. 이 환자의 진단을 위해 시행해야 할 가장 적절한 검사는?

A. 심장 효소 검사와 심전도
B. 흉부 단순촬영과 심초음파
C. D-dimer 검사와 흉부 CT 혈관조영술
D. 기관지내시경
E. 폐기능 검사",C,Pulmonology (Respiratory Medicine)
"65세 남성이 1시간 전부터 시작된 심한 흉통으로 응급실에 내원하였다. 통증은 갑자기 시작되었으며, 칼로 찌르는 듯한 양상으로 등으로 방사된다고 한다. 환자는 조절되지 않는 고혈압으로 약물 치료 중이다. 신체 검진에서 혈압 우측 상지 160/90 mmHg, 좌측 상지 120/80 mmHg, 맥박 100회/분, 호흡수 24회/분이다. 흉부와 등의 청진에서 특이 소견은 없으나, 심음에서 초기 이완기 잡음(early diastolic murmur)이 청진된다. 흉부 CT 혈관조영에서 상행 대동맥의 내막 판(intimal flap)이 확인되었으며, 대동맥 판막 역류가 동반되어 있다. 이 환자에게 가장 적절한 초기 치료는?

흉부 CT 혈관조영 영상: 상행 대동맥부터 시작되는 이중 내강(double lumen)과 내막 판(intimal flap)이 관찰되며, 대동맥 판막 주위까지 박리가 확장되어 있음

A. 응급 관상동맥 중재술
B. 정맥내 혈전용해제 투여
C. 정맥내 베타차단제와 함께 응급 수술
D. 페니실린 G 정맥 투여
E. 흉관 삽입술",C,Cardiology
"38세 남성이 3일 전부터 시작된 가슴통증을 주소로 내원하였다. 환자는 최근 바이러스성 상기도 감염을 앓았으며, 통증은 누울 때 악화되고 앉거나 앞으로 구부릴 때 완화된다고 한다. 또한 깊은 호흡 시 통증이 악화되며, 약간의 호흡곤란을 동반한다고 한다. 신체 검진에서 혈압 125/80 mmHg, 맥박 95회/분, 호흡수 18회/분, 체온 37.8°C이다. 흉부 청진에서 심첨부에서 마찰음(friction rub)이 들린다. 이 환자의 가장 가능성 높은 진단은?

심전도: 다수의 유도에서 오목한(concave upward) ST 분절 상승과 PR 분절 하강이 관찰됨. 흉부 X-선: 경미한 심비대 외 특이 소견 없음.

A. 급성 심근경색
B. 급성 심낭염
C. 폐색전증
D. 대상포진
E. 위식도역류질환",B,Cardiology
"55세 남성이 2주 전부터 시작된 식후 가슴 통증과 불쾌감을 주소로 내원하였다. 환자는 통증이 명치부에서 시작하여 가슴 중앙으로 올라오는 양상이며, 신 음식이나 기름진 음식 섭취 후, 그리고 누워있을 때 증상이 악화된다고 한다. 때때로 쓴 물이 역류하는 느낌도 있다고 한다. 신체 검진에서 특이 소견은 없었으며, 심전도와 흉부 X-선도 정상이었다. 이 환자의 진단을 위해 시행해야 할 가장 적절한 검사는?

A. 심장 스트레스 검사
B. 24시간 식도 pH 모니터링과 임피던스 검사
C. 관상동맥 CT 혈관조영술
D. 흉부 CT 검사
E. 폐기능 검사",B,Gastroenterology
"25세 남성이 갑작스러운 좌측 가슴통증과 호흡곤란을 주소로 응급실에 내원하였다. 환자는 마른 체형이며, 2시간 전 갑자기 휴식 중에 증상이 발생했다고 한다. 통증은 날카롭고 찌르는 듯하며, 깊은 호흡 시 악화된다고 한다. 과거력에서 특이 사항은 없으나, 2주 전 기침과 콧물로 약국에서 약을 복용한 적이 있다고 한다. 신체 검진에서 혈압 120/70 mmHg, 맥박 110회/분, 호흡수 26회/분, 산소포화도 94%이다. 청진 시 좌측 폐야의 호흡음이 감소되어 있으며, 타진에서 과공명음이 들린다. 이 환자의 가장 가능성 높은 진단은?

흉부 X-선: 좌측 폐야에 폐실질과 흉벽 사이에 공기 음영이 관찰되며, 좌측 폐 허탈 소견이 있음.

A. 급성 심근경색
B. 폐색전증
C. 자발성 기흉
D. 대동맥 박리
E. 급성 심낭염",C,Pulmonology (Respiratory Medicine)
"62세 남성이 2일 전부터 시작된 가슴통증과 호흡곤란을 주소로 내원하였다. 환자는 6개월 전부터 계단을 오를 때 가슴이 조이는 느낌이 있었으나 휴식 시 호전되어 병원을 찾지 않았다고 한다. 그러나 최근 통증의 빈도와 강도가 증가하였으며, 휴식 시에도 통증이 있어 내원하였다. 신체 검진에서 혈압 140/85 mmHg, 맥박 85회/분, 호흡수 18회/분이다. 이 환자에게 가장 적절한 치료는?

심전도에서 V2-V5 유도에서 T파 역전이 관찰되었으며, 심장 효소 검사에서 troponin I가 약간 상승(0.2 ng/mL, 정상: <0.04 ng/mL)되어 있다. 관상동맥 조영술에서 좌전하행지(LAD)에 80% 협착이 확인되었다.

A. 아스피린, 베타차단제, 스타틴 투여와 경피적 관상동맥 중재술
B. 아스피린, 베타차단제, 스타틴 투여와 관상동맥 우회술
C. 혈전용해제 투여
D. 콜히친과 비스테로이드성 소염제 투여
E. 경험적 항생제 투여",A,Cardiology
"48세 여성이 6개월 전부터 간헐적으로 발생하는 명치부와 하부 흉골 뒤 통증 및 불쾌감을 주소로 내원하였다. 환자는 증상이 대개 식후 30분에서 2시간 사이에 발생하며, 신 음식이나 매운 음식 섭취 후 더 심해진다고 한다. 때로는 구역감과 가슴쓰림을 동반하고, 물을 마시면 증상이 완화된다고 한다. 환자는 특별한 과거력이 없으며, 최근 체중 변화나 다른 전신 증상은 없다고 한다. 신체 검진에서 특이 소견은 없었다. 이 환자의 가장 가능성 높은 진단은?

A. 위식도역류질환
B. 식도 아칼라지아
C. 담낭염
D. 관상동맥질환
E. 위궤양",A,Gastroenterology
"30세 여성이 2주 전부터 시작된 가슴통증과 호흡곤란을 주소로 내원하였다. 환자는 특히 숨을 깊게 들이마실 때 가슴 중앙의 날카로운 통증이 심해진다고 하며, 가슴이 두근거리는 느낌과 불안감을 호소한다. 통증은 간헐적으로 발생하며, 수분에서 수시간 지속된다고 한다. 최근 특별한 외상이나 감염력은 없으나, 학업 스트레스가 많다고 한다. 신체 검진에서 혈압 125/75 mmHg, 맥박 105회/분, 호흡수 20회/분, 체온 36.7°C이다. 심폐 청진에서 특이 소견은 없었다. 이 환자에게 시행해야 할 가장 적절한 추가 검사는?

흉부 X-선과 심전도는 정상이었으며, 심장 효소 검사와 D-dimer 검사도 정상이었다.

A. 심장 CT 혈관조영술
B. 24시간 홀터 모니터링
C. 폐기능 검사
D. 정신건강 평가 및 불안장애 선별검사
E. 흉부 CT 검사",D,Psychiatry
"42세 남성이 3일 전부터 시작된 흉통과 발열을 주소로 내원하였다. 환자는 흉통이 주로 좌측에 있으며, 깊은 호흡이나 기침 시 악화된다고 한다. 또한 마른 기침과 호흡곤란을 동반한다고 한다. 환자는 10일 전 위장관염 증상이 있었다고 한다. 신체 검진에서 혈압 130/80 mmHg, 맥박 98회/분, 호흡수 22회/분, 체온 38.2°C이다. 청진에서 좌측 폐저에 수포음이 들리며, 마찰음은 들리지 않는다. 이 환자에게 가장 적절한 초기 치료는?

흉부 X-선: 좌하엽에 균질한 경화(homogeneous consolidation)가 관찰되며, 소량의 흉막삼출이 동반되어 있음. 말초혈액 검사: 백혈구 12,000/µL(중성구 80%), CRP 8.5 mg/dL로 상승되어 있다.

A. 3세대 세팔로스포린 정맥 투여
B. 아스피린과 콜히친 투여
C. 항응고제 투여
D. 항바이러스제 투여
E. 양압환기 요법",A,Pulmonology (Respiratory Medicine)
